frame,x,y,ball possesion
77,108,38.64864865,
77,103.3043478,32.02702703,
77,108.1304348,51.35135135,
77,95.08695652,41.35135135,
77,116.0869565,40.81081081,
78,108,38.51351351,
78,103.4347826,32.16216216,
78,108.1304348,51.48648649,
78,95.2173913,41.48648649,
78,116.2173913,40.67567568,
79,108.1304348,38.51351351,
79,103.4347826,32.16216216,
79,108.1304348,51.48648649,
79,95.2173913,41.35135135,
79,116.2173913,40.81081081,
80,106.9565217,40.13513514,
80,104.0869565,31.08108108,
80,107.8695652,51.62162162,
80,95.2173913,41.62162162,
80,116.0869565,40.67567568,
81,106.9565217,40.13513514,
81,104.0869565,30.94594595,
81,107.7391304,51.62162162,
81,95.34782609,41.48648649,
81,116.0869565,40.67567568,
82,106.9565217,40,
82,104.2173913,30.94594595,
82,107.6086957,51.62162162,
82,95.47826087,41.35135135,
82,116.2173913,40.54054054,
83,103.9565217,32.16216216,
83,107.0869565,52.2972973,
83,106.6956522,40.81081081,
83,106.0434783,41.21621622,
84,103.9565217,32.16216216,
84,106.9565217,52.16216216,
84,106.826087,40.54054054,
84,106.173913,40.94594595,
85,104.0869565,32.16216216,
85,106.9565217,52.02702703,
85,106.826087,40.54054054,
85,106.173913,40.94594595,
86,103.6956522,33.10810811,
86,107.0869565,51.75675676,
86,106.5652174,40.81081081,
87,103.826087,32.97297297,
87,106.9565217,51.75675676,
87,106.5652174,40.81081081,
88,103.826087,33.10810811,
88,106.5652174,52.16216216,
88,106.6956522,40.67567568,
89,104.6086957,31.48648649,
89,106.5652174,51.89189189,
89,107.2173913,39.72972973,
89,105.9130435,46.75675676,
89,116.6086957,40.67567568,
90,104.7391304,31.35135135,
90,106.4347826,51.75675676,
90,107.3478261,39.59459459,
90,106.0434783,46.62162162,
90,116.4782609,40.81081081,
91,104.7391304,31.48648649,
91,106.173913,51.89189189,
91,107.3478261,39.72972973,
91,105.9130435,46.75675676,
91,116.4782609,40.94594595,
92,104.0869565,32.83783784,
92,107.7391304,39.18918919,
92,105.9130435,52.02702703,
92,106.3043478,46.62162162,
92,116.3478261,40.94594595,
93,104.2173913,32.56756757,
93,107.7391304,39.18918919,
93,105.9130435,51.75675676,
93,106.3043478,46.48648649,
93,116.4782609,40.94594595,
94,104.2173913,32.56756757,
94,107.7391304,39.05405405,
94,105.7826087,51.62162162,
94,106.173913,46.62162162,
94,116.4782609,41.08108108,
95,103.9565217,33.10810811,
95,107.2173913,39.59459459,
95,105.6521739,51.48648649,
95,106.5652174,46.48648649,
95,116.2173913,41.08108108,
96,103.9565217,32.97297297,
96,107.2173913,39.45945946,
96,105.3913043,51.48648649,
96,106.4347826,46.48648649,
96,116.3478261,40.94594595,
97,103.9565217,33.10810811,
97,107.2173913,39.59459459,
97,105.2608696,51.62162162,
97,106.3043478,46.75675676,
97,116.2173913,41.08108108,
98,104.2173913,32.56756757,
98,107.7391304,38.78378378,
98,105.3913043,50.67567568,
98,105.1304348,48.64864865,
98,116.0869565,41.48648649,
98,92.08695652,48.24324324,
99,104.2173913,32.7027027,
99,107.7391304,38.78378378,
99,105.3913043,50.67567568,
99,105,48.78378378,
99,116.0869565,41.62162162,
99,92.47826087,47.97297297,
100,104.0869565,32.2972973,
100,107.6086957,38.64864865,
100,105.2608696,50.54054054,
100,105,48.64864865,
100,115.9565217,41.62162162,
100,92.60869565,47.83783784,
101,104.4782609,51.62162162,
101,107.8695652,38.37837838,
101,96.39130435,41.48648649,
101,104.3478261,32.2972973,
101,105.3913043,47.83783784,
101,92.47826087,48.64864865,
102,104.2173913,51.89189189,
102,107.7391304,38.51351351,
102,96.39130435,41.62162162,
102,104.2173913,32.43243243,
102,105.2608696,47.97297297,
102,92.86956522,49.05405405,
103,103.9565217,52.02702703,
103,107.7391304,38.51351351,
103,96.39130435,41.75675676,
103,104.2173913,32.43243243,
103,105.2608696,48.10810811,
103,92.86956522,49.32432432,
104,104.0869565,32.43243243,
104,96.13043478,42.16216216,
104,116.6086957,40.67567568,
104,108,37.97297297,
104,103.9565217,51.89189189,
104,105.7826087,46.62162162,
104,93.7826087,48.51351351,
105,104.0869565,32.2972973,
105,96,42.16216216,
105,116.7391304,40.40540541,
105,108,37.7027027,
105,103.826087,51.75675676,
105,105.7826087,46.48648649,
105,93.91304348,48.51351351,
106,103.9565217,32.16216216,
106,96,42.02702703,
106,116.7391304,40.54054054,
106,108,37.83783784,
106,103.826087,51.48648649,
106,105.6521739,46.62162162,
106,93.91304348,48.78378378,
107,106.9565217,39.72972973,
107,104.3478261,31.62162162,
107,96.26086957,42.16216216,
107,105.1304348,47.97297297,
107,103.173913,52.43243243,
107,116.0869565,41.35135135,
107,94.04347826,49.72972973,
108,106.9565217,39.86486486,
108,104.3478261,31.62162162,
108,96.26086957,42.2972973,
108,105,48.24324324,
108,102.9130435,52.7027027,
108,116.0869565,41.21621622,
108,94.30434783,50.27027027,
109,106.826087,39.86486486,
109,104.3478261,31.62162162,
109,96.13043478,42.43243243,
109,105,48.24324324,
109,102.6521739,53.10810811,
109,116.0869565,41.21621622,
109,94.43478261,50.54054054,
110,104.8695652,30.54054054,
110,96.13043478,42.16216216,
110,108.3913043,36.75675676,
110,104.6086957,48.78378378,
110,116.3478261,41.21621622,
110,94.95652174,50.13513514,
110,103.173913,52.16216216,
111,104.8695652,30.54054054,
111,96.13043478,42.16216216,
111,108.3913043,36.75675676,
111,104.4782609,48.78378378,
111,116.4782609,41.21621622,
111,95.2173913,50.27027027,
111,103.0434783,52.2972973,
112,104.7391304,30.40540541,
112,96.13043478,41.89189189,
112,108.2608696,36.89189189,
112,104.4782609,48.78378378,
112,116.3478261,41.21621622,
112,95.34782609,50.40540541,
112,103.0434783,52.02702703,
113,96,41.75675676,
113,108.7826087,36.35135135,
113,104.0869565,31.48648649,
113,95.2173913,51.08108108,
113,116.4782609,41.21621622,
113,102.3913043,52.97297297,
114,95.86956522,41.75675676,
114,108.7826087,36.35135135,
114,104.0869565,31.35135135,
114,95.2173913,51.35135135,
114,116.4782609,41.08108108,
114,102.3913043,52.97297297,
115,95.86956522,41.75675676,
115,108.6521739,36.35135135,
115,103.9565217,31.48648649,
115,95.34782609,51.35135135,
115,116.4782609,41.08108108,
115,102.1304348,53.10810811,
116,108.7826087,36.35135135,
116,116.6086957,40.67567568,
116,104.3478261,30.54054054,
116,96.91304348,39.45945946,
116,95.73913043,51.35135135,
116,104.0869565,48.78378378,
117,108.7826087,36.21621622,
117,116.4782609,40.67567568,
117,104.3478261,30.54054054,
117,96.91304348,39.18918919,
117,95.86956522,51.35135135,
117,104.0869565,48.64864865,
118,108.6521739,36.21621622,
118,116.6086957,40.67567568,
118,104.2173913,30.40540541,
118,96.91304348,39.18918919,
118,95.86956522,51.89189189,
118,103.9565217,48.78378378,
119,103.9565217,30.67567568,
119,96.39130435,40,
119,108.9130435,35.81081081,
119,116.3478261,41.21621622,
119,103.3043478,49.59459459,
119,95.86956522,52.16216216,
120,103.9565217,30.54054054,
120,96.39130435,40,
120,109.0434783,35.67567568,
120,116.3478261,41.21621622,
120,103.3043478,49.59459459,
120,95.86956522,52.7027027,
121,103.9565217,30.67567568,
121,96.39130435,40.13513514,
121,109.0434783,35.81081081,
121,116.3478261,41.21621622,
121,103.3043478,49.72972973,
121,95.73913043,53.24324324,
122,103.3043478,32.02702703,
122,96,40.81081081,
122,107.8695652,37.83783784,
122,103.6956522,48.91891892,
122,115.826087,41.62162162,
122,95.86956522,53.24324324,
122,101.2173913,54.18918919,
123,103.3043478,31.89189189,
123,96.13043478,40.54054054,
123,108,37.56756757,
123,103.6956522,48.91891892,
123,115.826087,41.62162162,
123,95.86956522,53.24324324,
123,101.3478261,53.91891892,
124,103.173913,32.02702703,
124,96,40.94594595,
124,107.8695652,37.83783784,
124,103.5652174,49.18918919,
124,115.826087,41.62162162,
124,96,53.64864865,
124,101.3478261,53.91891892,
125,103.0434783,32.7027027,
125,96.26086957,40.67567568,
125,107.0869565,39.05405405,
125,95.73913043,54.45945946,
125,103.6956522,49.05405405,
125,100.5652174,54.86486486,
126,102.9130435,32.43243243,
126,96.26086957,40.13513514,
126,107.0869565,38.78378378,
126,95.47826087,54.59459459,
126,103.6956522,48.78378378,
126,100.4347826,54.86486486,
127,102.7826087,32.2972973,
127,96.13043478,40,
127,107.0869565,38.78378378,
127,95.34782609,54.72972973,
127,103.6956522,48.64864865,
127,100.3043478,54.86486486,
128,103.6956522,30.13513514,
128,96,40.81081081,
128,106.0434783,40.54054054,
128,95.08695652,55.54054054,
128,115.5652174,41.75675676,
128,103.173913,49.45945946,
128,99.52173913,55.67567568,
129,103.5652174,30.13513514,
129,95.86956522,40.94594595,
129,106.0434783,40.40540541,
129,95.08695652,55.54054054,
129,115.5652174,41.62162162,
129,103.173913,49.45945946,
129,99.39130435,55.81081081,
130,103.5652174,30.13513514,
130,95.73913043,41.08108108,
130,105.9130435,40.67567568,
130,94.82608696,55.94594595,
130,115.4347826,41.62162162,
130,103.0434783,49.59459459,
130,99.13043478,56.08108108,
131,103.173913,30.81081081,
131,105.6521739,41.48648649,
131,78.26086957,62.02702703,
131,95.34782609,41.21621622,
131,99.52173913,55.81081081,
131,115.5652174,41.35135135,
131,94.95652174,55.67567568,
131,102.6521739,50.40540541,
131,103.4347826,48.78378378,
132,103.173913,30.94594595,
132,105.5217391,41.75675676,
132,78.65217391,62.2972973,
132,95.34782609,41.48648649,
132,99.39130435,56.08108108,
132,115.5652174,41.35135135,
132,94.82608696,56.08108108,
132,102.6521739,50.40540541,
132,103.4347826,48.78378378,
133,103.0434783,30.94594595,
133,105.3913043,41.89189189,
133,78.91304348,62.16216216,
133,95.34782609,41.48648649,
133,99.39130435,56.08108108,
133,115.5652174,41.35135135,
133,94.82608696,56.21621622,
133,102.5217391,50.67567568,
133,103.3043478,48.91891892,
134,103.0434783,30.94594595,
134,115.826087,40.81081081,
134,95.47826087,41.35135135,
134,106.9565217,38.64864865,
134,102.5217391,50,
134,94.95652174,55.67567568,
134,79.95652174,61.35135135,
135,103.0434783,30.54054054,
135,115.9565217,40.54054054,
135,95.47826087,40.54054054,
135,107.0869565,38.24324324,
135,102.3913043,49.86486486,
135,94.69565217,55.40540541,
135,79.56521739,61.08108108,
136,102.9130435,30.81081081,
136,115.826087,40.81081081,
136,95.34782609,40.81081081,
136,106.9565217,38.51351351,
136,102.2608696,50.13513514,
136,94.56521739,55.81081081,
136,79.82608696,61.62162162,
137,102.6521739,31.35135135,
137,107.4782609,38.51351351,
137,115.3043478,41.35135135,
137,94.43478261,42.2972973,
137,80.34782609,61.75675676,
137,94.17391304,56.35135135,
137,97.82608696,57.16216216,
137,102.3913043,49.86486486,
138,102.5217391,31.21621622,
138,107.3478261,38.37837838,
138,115.3043478,41.21621622,
138,94.43478261,42.2972973,
138,80.60869565,61.75675676,
138,93.91304348,56.62162162,
138,97.69565217,57.43243243,
138,102.3913043,49.86486486,
139,102.3913043,31.35135135,
139,107.3478261,38.37837838,
139,115.173913,41.35135135,
139,94.43478261,42.2972973,
139,80.73913043,62.02702703,
139,93.65217391,56.89189189,
139,97.56521739,57.56756757,
139,102.2608696,49.86486486,
140,102.1304348,31.21621622,
140,115.173913,41.75675676,
140,80.73913043,61.89189189,
140,93.39130435,56.89189189,
140,102,50.13513514,
140,97.04347826,57.7027027,
141,102.1304348,31.35135135,
141,115.3043478,41.48648649,
141,80.86956522,62.02702703,
141,93.26086957,56.75675676,
141,101.8695652,50,
141,97.04347826,57.56756757,
142,102,31.21621622,
142,115.173913,41.62162162,
142,80.86956522,62.43243243,
142,92.86956522,57.02702703,
142,101.7391304,50.13513514,
142,96.91304348,57.83783784,
143,107.8695652,37.56756757,
143,115.173913,41.08108108,
143,101.4782609,32.43243243,
143,81,62.7027027,
143,92.60869565,57.2972973,
143,102.3913043,49.05405405,
143,97.04347826,57.56756757,
143,94.04347826,42.02702703,
144,107.8695652,37.43243243,
144,115.173913,41.08108108,
144,101.4782609,32.2972973,
144,81.26086957,62.56756757,
144,92.47826087,56.89189189,
144,102.3913043,48.91891892,
144,97.04347826,57.43243243,
144,93.91304348,42.16216216,
145,107.8695652,37.56756757,
145,115.173913,40.94594595,
145,101.3478261,32.43243243,
145,81.26086957,62.83783784,
145,92.34782609,57.02702703,
145,102.2608696,49.05405405,
145,97.04347826,57.56756757,
145,93.7826087,42.43243243,
146,85.82608696,17.7027027,
146,81.39130435,63.10810811,
146,92.47826087,56.75675676,
146,101.3478261,32.16216216,
146,94.30434783,41.08108108,
146,106.9565217,39.18918919,
146,102.2608696,49.18918919,
146,97.43478261,57.56756757,
146,115.3043478,40.81081081,
147,85.95652174,17.97297297,
147,81.65217391,62.97297297,
147,92.34782609,56.62162162,
147,101.3478261,32.16216216,
147,94.30434783,41.21621622,
147,106.9565217,39.18918919,
147,102.2608696,49.18918919,
147,97.43478261,57.43243243,
147,115.4347826,40.67567568,
148,86.2173913,18.37837838,
148,81.91304348,63.10810811,
148,92.08695652,56.75675676,
148,101.3478261,32.16216216,
148,94.30434783,41.35135135,
148,106.6956522,39.32432432,
148,102.1304348,49.18918919,
148,97.30434783,57.7027027,
148,115.3043478,40.81081081,
149,85.95652174,18.64864865,
149,81.7826087,62.97297297,
149,91.43478261,57.43243243,
149,115.0434783,41.08108108,
149,101.3478261,50.13513514,
149,100.826087,32.7027027,
149,96.65217391,58.51351351,
150,85.69565217,18.78378378,
150,81.65217391,63.10810811,
150,90.91304348,57.7027027,
150,115.173913,40.94594595,
150,101.3478261,50,
150,100.826087,32.56756757,
150,96.52173913,58.37837838,
151,85.43478261,18.78378378,
151,81.39130435,63.37837838,
151,90.65217391,57.56756757,
151,115.0434783,40.94594595,
151,101.2173913,50,
151,100.6956522,32.43243243,
151,96.39130435,58.51351351,
152,85.69565217,19.45945946,
152,81.39130435,63.24324324,
152,90.52173913,57.43243243,
152,106.3043478,39.45945946,
152,100.3043478,32.97297297,
152,100.9565217,50.54054054,
152,95.73913043,59.32432432,
152,114.3913043,41.75675676,
153,85.56521739,19.45945946,
153,81.39130435,63.24324324,
153,90.26086957,57.56756757,
153,106.173913,39.45945946,
153,100.3043478,32.83783784,
153,100.826087,50.67567568,
153,95.60869565,59.32432432,
153,114.2608696,41.75675676,
154,85.69565217,19.45945946,
154,81.52173913,63.51351351,
154,90,57.83783784,
154,106.173913,39.45945946,
154,100.173913,32.7027027,
154,100.6956522,50.81081081,
154,95.34782609,59.59459459,
154,114.1304348,41.89189189,
155,85.82608696,18.78378378,
155,99.7826087,33.64864865,
155,89.34782609,58.51351351,
155,105.2608696,41.08108108,
155,81.52173913,63.91891892,
155,95.2173913,59.45945946,
155,101.0869565,49.72972973,
156,86.08695652,18.64864865,
156,99.91304348,33.24324324,
156,89.08695652,58.51351351,
156,105.2608696,40.81081081,
156,81.39130435,63.91891892,
156,95.08695652,59.32432432,
156,101.0869565,49.59459459,
157,85.95652174,18.78378378,
157,99.91304348,33.24324324,
157,88.82608696,58.51351351,
157,105.1304348,40.94594595,
157,81.39130435,63.91891892,
157,94.95652174,59.45945946,
157,101.0869565,49.72972973,
158,85.95652174,19.32432432,
158,92.34782609,40.81081081,
158,75.7826087,31.48648649,
158,81.39130435,63.51351351,
158,88.56521739,58.37837838,
158,101.2173913,48.91891892,
158,94.82608696,59.18918919,
158,99.13043478,34.45945946,
159,85.95652174,18.78378378,
159,92.2173913,40.13513514,
159,75.52173913,30.94594595,
159,81.26086957,63.10810811,
159,88.17391304,58.10810811,
159,101.2173913,48.64864865,
159,94.69565217,58.91891892,
159,99.13043478,34.05405405,
160,85.69565217,19.05405405,
160,91.82608696,40.40540541,
160,75.26086957,30.94594595,
160,81.13043478,62.97297297,
160,87.65217391,58.37837838,
160,100.9565217,48.64864865,
160,94.43478261,58.91891892,
160,99,33.91891892,
161,85.30434783,19.59459459,
161,81,63.10810811,
161,74.60869565,32.16216216,
161,105.2608696,40,
161,87.13043478,58.37837838,
161,100.5652174,49.59459459,
161,98.73913043,34.05405405,
161,94.43478261,58.78378378,
161,114.3913043,41.21621622,
162,85.17391304,19.32432432,
162,81,62.97297297,
162,74.47826087,31.62162162,
162,105.2608696,40,
162,87.13043478,57.83783784,
162,100.4347826,49.45945946,
162,98.73913043,33.91891892,
162,94.30434783,58.64864865,
162,114.5217391,41.08108108,
163,85.04347826,19.32432432,
163,80.86956522,63.10810811,
163,74.2173913,31.75675676,
163,105.1304348,40,
163,86.73913043,58.10810811,
163,100.3043478,49.59459459,
163,98.73913043,33.91891892,
163,93.91304348,58.78378378,
163,114.5217391,41.08108108,
164,85.30434783,19.86486486,
164,91.17391304,40.94594595,
164,105.1304348,39.59459459,
164,74.60869565,31.75675676,
164,98.47826087,33.78378378,
164,94.43478261,57.97297297,
164,81,63.24324324,
164,86.08695652,59.05405405,
164,100.3043478,49.72972973,
164,113.8695652,41.75675676,
165,85.30434783,19.45945946,
165,91.17391304,40.54054054,
165,105.1304348,39.32432432,
165,74.60869565,31.75675676,
165,98.47826087,33.51351351,
165,94.17391304,57.83783784,
165,81.13043478,63.10810811,
165,85.82608696,59.18918919,
165,100.3043478,49.45945946,
165,114,41.48648649,
166,85.04347826,19.45945946,
166,90.7826087,40.54054054,
166,104.8695652,39.32432432,
166,74.47826087,32.02702703,
166,98.47826087,33.51351351,
166,93.91304348,57.7027027,
166,81.26086957,62.83783784,
166,85.69565217,59.59459459,
166,100.0434783,49.59459459,
166,114,41.48648649,
167,84.7826087,20.94594595,
167,74.73913043,31.62162162,
167,99,31.62162162,
167,105,39.45945946,
167,112.9565217,42.97297297,
